ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
2890-V	HSK 5	唉	ài	alas; ah (sigh)	唉，真可惜 - ài, zhēn kěxī - Alas, what a shame<br>唉，没办法 - ài, méi bànfǎ - Alas, nothing can be done<br>唉，又下雨了 - ài, yòu xiàyǔ le - Ah, it's raining again	interjection,emotion,regret	[sound:hsk5_唉.wav]
2891-V	HSK 5	哎	āi	hey; oh (call for attention)	哎，你好！ - āi, nǐ hǎo! - Hey, hi!<br>哎，等一下 - āi, děng yíxià - Hey, wait<br>哎，你在吗？ - āi, nǐ zài ma? - Hey, are you there?	interjection,call,attention	[sound:hsk5_哎.wav]
2892-V	HSK 5	爱护	àihù	to take care of; to protect	爱护环境 - àihù huánjìng - Protect the environment<br>爱护动物 - àihù dòngwù - Take care of animals<br>要爱护公物 - yào àihù gōngwù - You must take care of public property	verb,protection,attention	[sound:hsk5_爱护.wav]
2893-V	HSK 5	哎呀	āiyā	oh no; ouch	哎呀，忘了！ - āiyā, wàng le! - Oh no, I forgot!<br>哎呀，好痛 - āiyā, hǎo tòng - Ouch, that hurts<br>哎呀，怎么办 - āiyā, zěnme bàn - Oh no, what should I do	interjection,surprise,pain	[sound:hsk5_哎呀.wav]
2894-V	HSK 5	暗	àn	dark; dim	天暗了 - tiān àn le - It's getting dark<br>暗处 - ànchù - Dark place<br>房间太暗 - fángjiān tài àn - The room is too dark	adjective,light,state	[sound:hsk5_暗.wav]
2895-V	HSK 5	安	ān	peace; calm; to install	安心 - ānxīn - At ease, serene<br>平安 - píng'ān - Safe and sound<br>安排 - ānpái - To arrange	noun,adjective,verb	[sound:hsk5_安.wav]
2896-V	HSK 5	安全带	ānquándài	seatbelt	系安全带 - jì ānquándài - Fasten your seatbelt<br>请系好安全带 - qǐng jì hǎo ānquándài - Please fasten your seatbelt<br>安全带很重要 - ānquándài hěn zhòngyào - The seatbelt is important	noun,transport,safety	[sound:hsk5_安全带.wav]
1389-V	HSK 5	安慰	ānwèi	to comfort	安慰他 - ānwèi tā - comfort him<br>得到安慰 - dédào ānwèi - receive comfort<br>安慰的话 - ānwèi de huà - comforting words	verb	[sound:hsk1_安慰.wav]
1512-V	HSK 5	安装	ānzhuāng	to install	安装软件 - ānzhuāng ruǎnjiàn - Install software<br>安装程序 - ānzhuāng chéngxù - Install a program<br>安装完成 - ānzhuāng wánchéng - Installation complete	technology	[sound:hsk1_安装.wav]
2897-V	HSK 5	熬夜	áoyè	to stay up late; to pull an all-nighter	别熬夜 - bié áoyè - Don't stay up too late<br>熬夜工作 - áoyè gōngzuò - Work late into the night<br>熬夜不好 - áoyè bù hǎo - It's not good to stay up late	verb,time,sleep	[sound:hsk5_熬夜.wav]
