ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
4246-V	HSK 6	岸	àn	bank; riverbank	河岸 - hé'àn - Riverbank<br>岸上的人 - àn shàng de rén - People on the bank<br>彼岸 - bǐ'àn - The other shore	noun,geography,nature	[sound:hsk6_岸.wav]
4247-V	HSK 6	昂贵	ángguì	expensive; costly	昂贵的价格 - ángguì de jiàgé - An expensive price<br>这件衣服太昂贵了 - zhè jiàn yīfu tài ángguì le - This garment is too expensive<br>昂贵的代价 - ángguì de dàijià - A heavy price to pay	adjective,price,economy	[sound:hsk6_昂贵.wav]
4248-V	HSK 6	案例	ànlì	case; (legal) example	典型案例 - diǎnxíng ànlì - Typical case<br>分析案例 - fēnxī ànlì - Analyze a case<br>成功案例 - chénggōng ànlì - Success case	noun,legal,work	[sound:hsk6_案例.wav]
1747-V	HSK 6	按摩	ànmó	massage	做按摩 - zuò ànmó - give a massage<br>按摩师 - ànmóshī - massage therapist<br>按摩椅 - ànmóyǐ - massage chair	health	[sound:hsk1_按摩.wav]
4249-V	HSK 6	暗示	ànshì	to hint; to imply	暗示他离开 - ànshì tā líkāi - Hint to him to leave<br>她的话暗示了什么 - tā de huà ànshì le shénme - What do her words imply<br>暗示的意思 - ànshì de yìsi - The implied meaning	verb,communication,psychology	[sound:hsk6_暗示.wav]
4250-V	HSK 6	败	bài	to lose; to fail	失败 - shībài - To fail<br>打败对手 - dǎbài duìshǒu - Defeat the opponent<br>败下阵来 - bài xià zhèn lái - Be defeated	verb,competition,result	[sound:hsk6_败.wav]
4251-V	HSK 6	摆	bǎi	to place; to arrange; to swing	摆桌子 - bǎi zhuōzi - Set the table<br>把花摆好 - bǎ huā bǎi hǎo - Arrange the flowers properly<br>摆姿势 - bǎi zīshì - Strike a pose	verb,action,daily	[sound:hsk6_摆.wav]
4252-V	HSK 6	白白	báibái	in vain; for nothing	白白浪费时间 - báibái làngfèi shíjiān - Waste time for nothing<br>不能白白放弃 - bù néng báibái fàngqì - Cannot give up in vain<br>白白等了一天 - báibái děng le yì tiān - Waited a whole day for nothing	adverb,result,expression	[sound:hsk6_白白.wav]
4253-V	HSK 6	拜访	bàifǎng	to visit; to pay a visit	拜访朋友 - bàifǎng péngyou - Visit a friend<br>我去拜访了老师 - wǒ qù bàifǎng le lǎoshī - I went to visit the teacher<br>拜访客户 - bàifǎng kèhù - Visit a client	verb,social,communication	[sound:hsk6_拜访.wav]
4254-V	HSK 6	摆放	bǎifàng	to arrange; to put in order	摆放整齐 - bǎifàng zhěngqí - Arrange neatly<br>把书摆放好 - bǎ shū bǎifàng hǎo - Arrange the books properly<br>摆放家具 - bǎifàng jiājù - Arrange the furniture	verb,home,organization	[sound:hsk6_摆放.wav]
